"49","Party","Smart Casual","Normal","Fair","Average","White kurta with pink stole","White pajama","White loafers","Pocket Square","party/party11.jpeg"
"50","Party","Smart Casual","Cold","Medium","Broad","Ivory embroidered kurta","Cream dhoti pants","Ivory mojari","Stole","party/party12.jpeg"
"51","Party","Smart Casual","Hot","Dark","Average","Navy blue embroidered sherwani","Navy churidar","Brown mojari","Brooch","party/party13.jpeg"
"52","Party","Smart Casual","Normal","Medium","Slim","Brown wrap suit jacket","Brown trousers","White sneakers","Watch","party/party14.jpeg"
"53","Interview","Formal","Hot","Fair","Slim","Mint Green Formal Shirt","Navy Blue Trousers","Brown Formal Shoes","Brown Belt","interview/interview7.jpeg"
"54","Interview","Formal","Normal","Medium","Average","Black Formal Shirt","Navy Blue Trousers","Black Formal Shoes","Black Belt","interview/interview8.jpeg"
"55","Interview","Formal","Cold","Dark","Broad","Charcoal Suit with White Shirt","Charcoal Formal Trousers","Black Formal Shoes","Tie","interview/interview9.jpeg"
"56","Interview","Formal","Hot","Medium","Slim","Navy Blue Suit with White Shirt","Navy Blue Formal Trousers","Black Formal Shoes","Tie","interview/interview10.jpeg"
"57","Interview","Formal","Normal","Fair","Average","Off White Formal Shirt","Light Grey Trousers","Brown Formal Shoes","Watch","interview/interview11.jpeg"
"58","Interview","Formal","Cold","Medium","Broad","Cream Formal Shirt","Light Grey Formal Trousers","Brown Leather Shoes","Watch","interview/interview12.jpeg"
"59","Party","Formal","Hot","Dark","Average","Ivory wedding sherwani","Ivory churidar","Ivory mojari","Pocket Square","party/party18.jpeg"
"60","Party","Formal","Normal","Medium","Slim","Ice blue sherwani with stole","White churidar","White loafers","Brooch","party/party19.jpeg"
"61","Party","Casual","Normal","Medium","Average","Black kurta with patterned stole","Cream pajama","Black formal shoes","Watch","party/party17.jpeg"
"62","Office","Formal","Cold","Medium","Average","Light Blue Formal Shirt","Navy Blue Trousers","Black Formal Shoes","Sunglasses","office/office17.jpeg"
"63","Party","Smart Casual","Hot","Medium","Broad","Ivory floral embroidered kurta","White pajama","Brown sandals","Watch","party/party15.jpeg"
"64","Party","Formal","Normal","Fair","Slim","Brown formal shirt","Khaki trousers","Brown formal shoes","Watch","party/party20.jpeg"
"65","Party","Casual","Cold","Fair","Slim","Black floral embroidered sherwani","Black trousers","Black formal shoes","Brooch","party/party21.jpeg"
"66","Office","Formal","Normal","Dark","Broad","White Printed Formal Shirt","Dark Grey Trousers","Black Formal Shoes","Eyeglasses","office/office18.jpeg"
"67","College","Smart Casual","Normal","Dark","Athletic","Black Turtleneck","Black Trousers","Black Loafers","Chain Necklace","college/college11.jpeg"
"68","College","Casual","Hot","Dark","Athletic","White Polo T-Shirt","Navy Trousers","White Sneakers","Watch","college/college12.jpeg"
"69","College","Smart Casual","Cold","Dark","Athletic","White Shirt with Camel Overcoat","Black Trousers","Black Shoes","Sunglasses","college/college13.jpeg"
"70","College","Casual","Normal","Medium","Slim","Brown Sweatshirt","Beige Joggers","White Sneakers","Chain","college/college14.jpeg"
"71","College","Smart Casual","Hot","Dark","Athletic","Olive Open Collar Shirt","Black Trousers","Brown Shoes","Sunglasses","college/college15.jpeg"
"72","College","Smart Casual","Hot","Dark","Athletic","Light Blue Short Sleeve Shirt","White Trousers","Brown Loafers","Messenger Bag","college/college16.jpeg"
"73","College","Casual","Hot","Dark","Broad","Beige T-Shirt","Olive Cargo Pants","White Sneakers","Cap","college/college17.jpeg"
"74","College","Smart Casual","Normal","Dark","Average","Brown Shirt","Cream Trousers","Brown Loafers","Watch","college/college18.jpeg"
"75","College","Smart Casual","Cold","Dark","Slim","Cream Turtleneck","Dark Grey Trousers","Canvas Shoes","None","college/college19.jpeg"
"76","College","Smart Casual","Cold","Fair","Average","Checked Blazer","Blue Jeans","Brown Shoes","Watch","college/college20.jpeg"
"77","College","Casual","Hot","Medium","Slim","White T-Shirt","Blue Jeans","White Sneakers","Watch","college/college21.jpeg"
"78","College","Smart Casual","Normal","Fair","Average","Light Grey Shirt","Black Trousers","Brown Loafers","Watch","college/college22.jpeg"
"79","College","Casual","Hot","Dark","Broad","Olive T-Shirt","Cargo Pants","Sneakers","Cap","college/college23.jpeg"
"80","College","Smart Casual","Cold","Medium","Average","Navy Sweater","Grey Trousers","Brown Shoes","Watch","college/college24.jpeg"
"81","College","Casual","Normal","Dark","Slim","Checked Casual Shirt","Blue Jeans","White Sneakers","Bracelet","college/college25.jpeg"
"82","College","Smart Casual","Hot","Fair","Average","Beige Shirt","Cream Chinos","Loafers","Sunglasses","college/college26.jpeg"
"83","College","Casual","Normal","Medium","Broad","Black Polo T-Shirt","Khaki Pants","Sneakers","Watch","college/college27.jpeg"
"84","College","Smart Casual","Cold","Dark","Average","Dark Jacket","Black Trousers","Boots","Watch","college/college28.jpeg"
"85","College","Casual","Hot","Fair","Slim","Blue T-Shirt","Black Jeans","Sneakers","Cap","college/college29.jpeg"
"86","College","Smart Casual","Normal","Medium","Average","White Shirt","Navy Chinos","Brown Loafers","Watch","college/college30.jpeg"
"87","College","Casual","Hot","Dark","Broad","Black T-Shirt","Olive Cargo Pants","White Sneakers","Watch","college/college31.jpeg"
"88","College","Smart Casual","Normal","Medium","Average","Light Blue Oxford Shirt","Beige Chinos","Brown Loafers","Watch","college/college32.jpeg"
"89","College","Casual","Hot","Fair","Slim","Grey Polo T-Shirt","Blue Jeans","Sneakers","Cap","college/college33.jpeg"
"90","College","Smart Casual","Cold","Medium","Average","Dark Green Sweater","Black Trousers","Brown Shoes","Watch","college/college34.jpeg"
"91","College","Casual","Normal","Dark","Average","Checked Shirt","Grey Jeans","White Sneakers","Bracelet","college/college35.jpeg"
"92","College","Smart Casual","Normal","Fair","Slim","White Linen Shirt","Khaki Chinos","Loafers","Sunglasses","college/college36.jpeg"
"93","College","Casual","Hot","Medium","Broad","Olive Polo T-Shirt","Black Jeans","Sneakers","Watch","college/college37.jpeg"
"94","College","Smart Casual","Cold","Dark","Broad","Camel Jacket","Dark Trousers","Boots","Watch","college/college38.jpeg"
"95","College","Casual","Normal","Fair","Average","Blue Casual Shirt","Light Jeans","White Sneakers","Cap","college/college39.jpeg"
"96","College","Smart Casual","Hot","Medium","Slim","Cream Shirt","Navy Chinos","Brown Loafers","Watch","college/college40.jpeg"
"97","College","Casual","Hot","Medium","Average","White Oversized T-Shirt","Blue Jeans","White Sneakers","Watch","college/college41.jpeg"
"98","College","Smart Casual","Normal","Dark","Broad","Brown Casual Shirt","Cream Trousers","Brown Loafers","Sunglasses","college/college42.jpeg"
"99","College","Casual","Hot","Fair","Slim","Black Polo T-Shirt","Khaki Chinos","White Sneakers","Bracelet","college/college43.jpeg"
"100","College","Smart Casual","Cold","Medium","Average","Grey Sweater","Black Trousers","Leather Shoes","Watch","college/college44.jpeg"
"101","College","Casual","Normal","Dark","Average","Checked Casual Shirt","Blue Jeans","Sneakers","Cap","college/college45.jpeg"
"102","College","Smart Casual","Hot","Fair","Slim","Light Blue Shirt","Cream Chinos","Brown Loafers","Sunglasses","college/college46.jpeg"
"103","College","Casual","Normal","Medium","Broad","Olive Green T-Shirt","Cargo Pants","Sneakers","Watch","college/college47.jpeg"
"104","College","Smart Casual","Cold","Dark","Broad","Beige Jacket","Black Trousers","Boots","Watch","college/college48.jpeg"
"105","College","Casual","Hot","Fair","Average","White Graphic T-Shirt","Black Jeans","White Sneakers","Cap","college/college49.jpeg"
"106","College","Smart Casual","Normal","Medium","Slim","Cream Formal Shirt","Navy Chinos","Brown Loafers","Watch","college/college50.jpeg"
"107","Interview","Formal","Normal","Medium","Slim","Navy Blue Suit","Navy Trousers","Brown Oxford Shoes","Portfolio","interview/interview13.jpeg"
"108","Interview","Formal","Cold","Fair","Average","Black Suit","Black Formal Trousers","Black Oxford Shoes","Tie","interview/interview14.jpeg"
"109","Interview","Formal","Normal","Fair","Slim","Burgundy Suit","Burgundy Trousers","Black Dress Shoes","Sunglasses","interview/interview15.jpeg"
"110","Interview","Formal","Normal","Medium","Average","Charcoal Suit","Black Trousers","Black Formal Shoes","Watch","interview/interview16.jpeg"
"111","Interview","Formal","Hot","Fair","Slim","Light Grey Suit","Grey Trousers","Black Dress Shoes","Tie","interview/interview17.jpeg"
"112","Interview","Formal","Normal","Fair","Slim","Grey Suit","Grey Formal Trousers","Brown Oxford Shoes","Tie","interview/interview18.jpeg"
"113","Interview","Formal","Normal","Dark","Average","Navy Suit","Navy Trousers","Brown Formal Shoes","Watch","interview/interview19.jpeg"
"114","Interview","Formal","Cold","Dark","Broad","Charcoal Suit","Charcoal Trousers","Black Shoes","Pocket Square","interview/interview20.jpeg"
"115","Interview","Formal","Normal","Dark","Broad","Royal Blue Suit","Blue Trousers","Black Formal Shoes","Watch","interview/interview21.jpeg"
"116","Interview","Formal","Normal","Dark","Average","Black Suit","Black Trousers","Black Oxford Shoes","Tie","interview/interview22.jpeg"
"117","Interview","Formal","Cold","Fair","Slim","Black Suit Jacket","Black Formal Trousers","Black Oxford Shoes","Tie","interview/interview23.jpeg"
"118","Interview","Formal","Normal","Fair","Average","White Formal Shirt","Light Grey Trousers","Black Dress Shoes","Tie","interview/interview24.jpeg"
"119","Interview","Formal","Hot","Fair","Slim","Light Blue Formal Shirt","Beige Formal Trousers","Black Shoes","Tie","interview/interview25.jpeg"
"120","Interview","Formal","Hot","Medium","Slim","White Formal Shirt","Charcoal Trousers","Black Oxford Shoes","Watch","interview/interview26.jpeg"
"121","Interview","Formal","Normal","Fair","Slim","White Shirt","Black Formal Trousers","Black Dress Shoes","Black Tie","interview/interview27.jpeg"
"122","Interview","Formal","Normal","Fair","Average","White Shirt","Black Trousers","Black Oxford Shoes","Tie","interview/interview28.jpeg"
"123","Interview","Formal","Normal","Dark","Slim","White Shirt","Dark Formal Trousers","Black Loafers","Tie","interview/interview29.jpeg"
"124","Interview","Formal","Cold","Medium","Athletic","Navy Formal Shirt","Dark Grey Trousers","Brown Formal Shoes","Watch","interview/interview30.jpeg"
"125","Interview","Formal","Normal","Fair","Average","Checked Formal Shirt","Black Trousers","Black Shoes","Tie","interview/interview31.jpeg"
"126","Interview","Formal","Normal","Fair","Slim","Grey Checked Shirt","Black Formal Trousers","Black Oxford Shoes","Watch","interview/interview32.jpeg"
"127","Interview","Formal","Normal","Medium","Average","Blue Checked Formal Shirt","Grey Trousers","Brown Formal Shoes","Watch","interview/interview33.jpeg"
"128","Interview","Formal","Normal","Medium","Slim","Teal Checked Shirt","Navy Trousers","Black Formal Shoes","Tie","interview/interview34.jpeg"
"129","Interview","Formal","Cold","Fair","Average","Blue Checked Shirt","Grey Formal Trousers","Black Oxford Shoes","Watch","interview/interview35.jpeg"
"130","Interview","Formal","Normal","Fair","Slim","Grey Checked Shirt","Black Formal Trousers","Black Shoes","Tie","interview/interview36.jpeg"
"131","Interview","Formal","Hot","Medium","Average","Light Blue Formal Shirt","Light Grey Trousers","Brown Shoes","Watch","interview/interview37.jpeg"
"132","Interview","Formal","Normal","Fair","Slim","Light Grey Formal Shirt","Black Trousers","Black Shoes","Watch","interview/interview38.jpeg"
"133","Interview","Formal","Normal","Medium","Average","Steel Blue Formal Shirt","Charcoal Trousers","Black Formal Shoes","Belt","interview/interview39.jpeg"
"134","Interview","Formal","Cold","Dark","Broad","White Checked Shirt","Dark Trousers","Black Oxford Shoes","Tie","interview/interview40.jpeg"
"135","Interview","Formal","Normal","Dark","Athletic","Royal Blue Formal Shirt","Grey Trousers","White Formal Sneakers","Watch","interview/interview41.jpeg"
"136","Interview","Formal","Normal","Dark","Average","White Striped Shirt","Navy Trousers","Black Shoes","Belt","interview/interview42.jpeg"
"137","Interview","Formal","Normal","Medium","Average","Light Blue Formal Shirt","Navy Trousers","Brown Formal Shoes","Watch","interview/interview43.jpeg"
"138","Interview","Formal","Normal","Medium","Slim","Black Formal Shirt","Light Grey Trousers","Black Formal Shoes","Watch","interview/interview44.jpeg"
"139","Interview","Formal","Cold","Dark","Broad","Royal Blue Suit","Blue Formal Trousers","Black Oxford Shoes","Tie","interview/interview45.jpeg"
"140","Interview","Formal","Normal","Medium","Average","Steel Blue Shirt with Tie","Black Trousers","Black Formal Shoes","Tie Clip","interview/interview46.jpeg"
"141","Interview","Formal","Hot","Dark","Athletic","Lavender Formal Shirt","Navy Trousers","Brown Oxford Shoes","Tie","interview/interview47.jpeg"
"142","Interview","Formal","Normal","Fair","Slim","Sky Blue Formal Shirt","Navy Trousers","Black Formal Shoes","Tie","interview/interview48.jpeg"
"143","Interview","Formal","Normal","Fair","Average","Mauve Formal Shirt","Navy Formal Trousers","Brown Shoes","Watch","interview/interview49.jpeg"
"144","Interview","Formal","Hot","Medium","Average","Beige Formal Shirt","Black Trousers","Black Oxford Shoes","Belt","interview/interview50.jpeg"
"145","Interview","Formal","Normal","Fair","Slim","Maroon Formal Shirt","Navy Trousers","Brown Formal Shoes","Watch","interview/interview51.jpeg"
"146","Interview","Formal","Normal","Fair","Average","Grey Formal Shirt","Black Formal Trousers","Black Shoes","Watch","interview/interview52.jpeg"
"157","Office","Formal","Normal","Medium","Average","Light Blue Formal Shirt","Navy Trousers","Brown Formal Shoes","Belt","static/outfit_images/office/office24.jpeg"
"158","Office","Formal","Normal","Fair","Slim","Sky Blue Formal Shirt","Navy Trousers","Brown Leather Shoes","Watch","static/outfit_images/office/office25.jpeg"
"159","Office","Smart Casual","Hot","Medium","Slim","Black Full Sleeve Shirt","Light Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office26.jpeg"
"160","Office","Formal","Normal","Fair","Average","White Formal Shirt","Navy Trousers","White Sneakers","Watch","static/outfit_images/office/office27.jpeg"
"161","Office","Formal","Normal","Medium","Slim","Black Formal Shirt","Beige Trousers","Black Loafers","Watch","static/outfit_images/office/office28.jpeg"
"162","Office","Business Casual","Normal","Fair","Average","Dark Brown Shirt","Cream Trousers","Brown Loafers","Watch","static/outfit_images/office/office29.jpeg"
"163","Office","Business Casual","Hot","Medium","Slim","Navy Casual Shirt","Light Grey Trousers","Dark Sneakers","Watch","static/outfit_images/office/office30.jpeg"
"164","Office","Formal","Hot","Medium","Athletic","White Formal Shirt","Charcoal Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office31.jpeg"
"165","Office","Business Casual","Hot","Fair","Athletic","White Polo T-Shirt","Beige Trousers","White Sneakers","Watch","static/outfit_images/office/office32.jpeg"
"166","Office","Formal","Hot","Medium","Average","Blue Patterned Shirt","Navy Trousers","White Sneakers","Watch","static/outfit_images/office/office33.jpeg"
"167","Office","Business Casual","Hot","Fair","Slim","Light Blue Formal Shirt","Grey Trousers","White Sneakers","Sunglasses","static/outfit_images/office/office34.jpeg"
"168","Office","Business Casual","Hot","Medium","Athletic","Dark Brown Polo T-Shirt","Beige Trousers","Brown Loafers","Sunglasses","static/outfit_images/office/office35.jpeg"
"169","Office","Smart Casual","Normal","Fair","Average","Dark Brown Sweater","Khaki Trousers","White Sneakers","Watch","static/outfit_images/office/office36.jpeg"
"170","Office","Business Casual","Hot","Fair","Average","Navy Polo T-Shirt","Light Grey Trousers","Beige Loafers","Glasses","static/outfit_images/office/office37.jpeg"
"171","Office","Business Casual","Hot","Medium","Slim","Blue Casual Shirt","White Trousers","Grey Sneakers","Watch","static/outfit_images/office/office38.jpeg"
"172","Office","Business Casual","Normal","Fair","Slim","Dark Brown Formal Shirt","Light Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office39.jpeg"
"173","Office","Business Casual","Hot","Medium","Athletic","Maroon Formal Shirt","Beige Trousers","Brown Loafers","Sunglasses","static/outfit_images/office/office40.jpeg"
"174","Office","Business Casual","Hot","Medium","Athletic","Rust Brown Formal Shirt","Navy Trousers","White Sneakers","Sunglasses","static/outfit_images/office/office41.jpeg"
"175","Office","Business Casual","Normal","Fair","Average","Black Formal Shirt","Khaki Trousers","Brown Formal Shoes","Watch","static/outfit_images/office/office42.jpeg"
"176","Office","Business Casual","Normal","Fair","Average","Dark Brown Formal Shirt","Cream Trousers","Brown Loafers","Watch","static/outfit_images/office/office43.jpeg"
"177","Office","Business Casual","Hot","Fair","Slim","Olive Green Casual Shirt","Cream Trousers","White Sneakers","Watch","static/outfit_images/office/office44.jpeg"
"178","Office","Business Casual","Normal","Medium","Athletic","Black Formal Shirt","Light Grey Trousers","Black Loafers","Sunglasses","static/outfit_images/office/office45.jpeg"
"179","Office","Business Casual","Normal","Medium","Athletic","Steel Blue Formal Shirt","Dark Brown Trousers","Black Loafers","Watch","static/outfit_images/office/office46.jpeg"
"180","Office","Formal","Normal","Fair","Average","Navy Blue Formal Shirt","Grey Check Trousers","Black Loafers","Belt","static/outfit_images/office/office47.jpeg"
"181","Office","Business Casual","Hot","Medium","Athletic","Black Polo T-Shirt","Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office48.jpeg"
"182","Office","Business Casual","Hot","Medium","Athletic","Maroon Polo T-Shirt","Charcoal Trousers","Brown Loafers","Sunglasses","static/outfit_images/office/office49.jpeg"
"183","Office","Business Casual","Hot","Fair","Athletic","Light Blue Polo T-Shirt","Dark Brown Trousers","White Sneakers","Watch","static/outfit_images/office/office50.jpeg"
"184","Office","Business Casual","Hot","Medium","Athletic","Maroon Formal Shirt","Light Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office51.jpeg"
"185","Office","Business Casual","Normal","Fair","Average","Maroon Sweater","Light Grey Trousers","Black Loafers","Watch","static/outfit_images/office/office52.jpeg"
"186","Office","Business Casual","Normal","Medium","Athletic","Black Formal Shirt","Beige Trousers","Brown Loafers","Watch","static/outfit_images/office/office53.jpeg"
"187","Office","Business Casual","Hot","Medium","Athletic","Maroon Formal Shirt","Light Grey Trousers","Brown Loafers","Watch","static/outfit_images/office/office54.jpeg"
"188","Office","Business Casual","Normal","Fair","Average","Brown Polo T-Shirt with Beige Blazer","Light Grey Trousers","Black Loafers","Watch","static/outfit_images/office/office55.jpeg"
"189","Office","Business Casual","Hot","Fair","Athletic","Light Blue Polo T-Shirt","Light Grey Trousers","White Sneakers","Watch","static/outfit_images/office/office56.jpeg"
"190","Office","Business Casual","Hot","Medium","Athletic","Navy Blue Polo T-Shirt","Cream Trousers","Brown Loafers","Watch","static/outfit_images/office/office57.jpeg"
"191","Office","Business Casual","Hot","Medium","Athletic","Navy Blue Polo T-Shirt","Beige Trousers","Beige Loafers","Sunglasses","static/outfit_images/office/office58.jpeg"
"192","Office","Business Casual","Hot","Fair","Athletic","White Polo T-Shirt","Beige Trousers","Beige Sneakers","Watch","static/outfit_images/office/office59.jpeg"
"193","Office","Business Casual","Hot","Fair","Slim","Light Beige Formal Shirt","Taupe Trousers","Brown Loafers","Watch","static/outfit_images/office/office60.jpeg"
"194","Office","Business Casual","Normal","Medium","Athletic","Black Formal Shirt","Brown Trousers","Brown Loafers","Watch","static/outfit_images/office/office61.jpeg"
"195","Office","Business Casual","Normal","Medium","Average","Brown Casual Shirt","Cream Trousers","Brown Formal Shoes","Watch","static/outfit_images/office/office62.jpeg"
"196","Office","Business Casual","Hot","Fair","Athletic","Light Beige Formal Shirt","Navy Trousers","Black Loafers","Watch","static/outfit_images/office/office63.jpeg"
"197","Office","Business Casual","Hot","Medium","Athletic","Rust Orange Polo T-Shirt","Cream Trousers","Brown Loafers","Watch","static/outfit_images/office/office64.jpeg"
"198","Office","Business Casual","Hot","Medium","Athletic","Salmon Polo T-Shirt","Grey Trousers","Brown Loafers","Watch","static/outfit_images/office/office65.jpeg"
"199","Office","Business Casual","Hot","Medium","Athletic","Taupe Polo T-Shirt","Brown Trousers","White Sneakers","Sunglasses","static/outfit_images/office/office66.jpeg"
"200","Office","Business Formal","Normal","Fair","Athletic","White Formal Shirt with Beige Blazer","Beige Trousers","Brown Loafers","Watch","static/outfit_images/office/office67.jpeg"
"201","Office","Business Formal","Normal","Fair","Average","Light Grey Formal Shirt with White Blazer","Navy Trousers","White Sneakers","Watch","static/outfit_images/office/office68.jpeg"
"202","Office","Business Casual","Hot","Medium","Athletic","White T-Shirt with Beige Blazer","Cream Trousers","White Sneakers","Watch","static/outfit_images/office/office69.jpeg"
"203","Office","Business Casual","Cold","Fair","Slim","Camel High Neck Sweater with Beige Blazer","Black Trousers","Brown Sneakers","Sunglasses","static/outfit_images/office/office70.jpeg"
"204","Office","Business Formal","Normal","Fair","Average","White Formal Shirt with Charcoal Blazer","Brown Trousers","White Sneakers","Watch","static/outfit_images/office/office71.jpeg"
"205","Office","Business Casual","Normal","Medium","Athletic","Beige T-Shirt with Beige Blazer","Cream Trousers","White Sneakers","Sunglasses","static/outfit_images/office/office72.jpeg"
"206","Office","Business Casual","Hot","Medium","Average","Black T-Shirt with Beige Blazer","White Trousers","Black Loafers","Watch","static/outfit_images/office/office73.jpeg"
"217","Office","Business Casual","Normal","Medium","Average","Beige polo shirt with navy blazer","White trousers","Brown loafers","Watch","static/outfit_images/office/office74.jpeg"
"218","Office","Business Casual","Hot","Fair","Slim","White formal shirt","Beige trousers","Brown loafers","Briefcase, Sunglasses","static/outfit_images/office/office75.jpeg"
"219","Office","Formal","Normal","Fair","Athletic","Light beige suit with white shirt","Matching beige trousers","Brown loafers","Pocket square, Watch","static/outfit_images/office/office76.jpeg"
